url,title,partner,enroll,rating,level,duration,skills,reviews
https://www.coursera.org/learn/advanced-strategies-for-sustainable-business,Advanced Strategies for Sustainable Business,University of Colorado Boulder,,,Beginner level,,"Sustainability Standards, Business Leadership, Sustainability Reporting, Stakeholder Engagement, Environmental Social And Corporate Governance (ESG), Corporate Sustainability, Systems Thinking, Performance Measurement, Brand Management, Business Strategies, Organizational Strategy, Employee Engagement, Human Capital, Communication Strategies, Supply Chain Management, Sustainable Business, Goal Setting, Business Ethics, Strategic Partnership, Key Performance Indicators (KPIs)",
https://www.coursera.org/specializations/pre-mba-quantitative-skills,Business Finance and Data Analysis Fundamentals Specialization,Rice University,"12,403",4.8,Beginner level,12 weeks to complete,"Box Plots, Business Analytics, Business Mathematics, Business Valuation, Capital Budgeting, Cash Flows, Data Analysis, Descriptive Statistics, Finance, Financial Accounting, Financial Analysis, Financial Management, Financial Statements, Ledgers (Accounting), Probability, Probability & Statistics, Probability Distribution, Statistics, Data Visualization","2,950"
https://www.coursera.org/learn/hotel-management-project,Hôtel “De l'étoile” - a hotel in crisis?,ESSEC Business School,"5,743",4.6,,"Good introduction and interesting practical exercises during the last week. A lot of good content, lot of work and good reward at the end!","Brand Management, Decision Making, Profit and Loss (P&L) Management, Hotel Operations, Financial Analysis, Stakeholder Communications, Revenue Management, Strategic Planning, Case Studies, Presentations, Competitive Analysis, Business Planning, Hospitality Management, Market Analysis",118
https://www.coursera.org/specializations/sustainable-business-change-agent,Become a Sustainable Business Change Agent Specialization,University of Colorado System,"10,824",4.7,Intermediate level,4 weeks to complete,"Change Management, Corporate Sustainability, Energy and Utilities, Environmental Issue, Environmental Social And Corporate Governance (ESG), Financial Analysis, Key Performance Indicators (KPIs), Leadership and Management, Organizational Change, Proposal Development, Stakeholder Analysis, Stakeholder Engagement, Stakeholder Management, Supply Chain Management, Sustainability Reporting, Sustainability Standards, Sustainable Business, Sustainable Design, Sustainable Development, Systems Thinking",367
https://www.coursera.org/learn/monde-action,L'entrepreneuriat social: faire son business plan,ESSEC Business School,"22,772",4.5,,2 weeks to complete,"Customer Analysis, Social Impact, Target Audience, Business Modeling, Business Development, Market Research, Needs Assessment, Stakeholder Analysis, Marketing, Entrepreneurial Finance, Entrepreneurship, Governance, Sustainable Business, Key Performance Indicators (KPIs), Financial Forecasting, Business Planning",122
https://www.coursera.org/specializations/marketing-mix,Marketing Mix Implementation Specialization,IE Business School,"71,998",4.7,Beginner level,2 months to complete,"Advertising, Brand Management, Brand Marketing, Brand Strategy, Communication, Customer experience strategy (CX), Integrated Marketing Communications, Marketing, Marketing Budgets, Marketing Channel, Marketing Communications, Marketing Strategies, Merchandising, Price Negotiation, Product Lifecycle Management, Product Management, Product Strategy, Retail Management, Strategic Decision-Making, Strategic Marketing","6,115"
https://www.coursera.org/learn/data-and-business-process-modeling-with-microsoft-visio,Data and Business Process Modeling with Microsoft Visio,Microsoft,"16,920",4.4,Beginner level,2 weeks at 10 hours a week,"Business Process, Diagram Design, Business Process Modeling, Process Flow Diagrams, Data Modeling, Business Analysis, Data Flow Diagrams (DFDs)",131
https://www.coursera.org/learn/marketing-customers,Marketing: Customer Needs and Wants,IESE Business School,"32,665",4.5,,2 weeks to complete,"Market Analysis, Target Audience, Value Propositions, Marketing Communications, Customer Insights, Marketing Planning, Digital Marketing, Consumer Behaviour, Marketing Strategies, Marketing Analytics, Brand Management, Brand Strategy, Marketing Channel, Marketing, Product Strategy, Strategic Marketing",491
https://www.coursera.org/learn/macroeconomics-for-business-management,Macroeconomics for Business Management,Fundação Instituto de Administração,"31,304",4.8,Beginner level,1 week at 10 hours a week,"Business Economics, International Finance, Business Planning, Business Strategy, Market Dynamics, Economics, Investments, Supply And Demand",454
https://www.coursera.org/learn/deep-learning-business,Deep Learning for Business,Yonsei University,"39,160",4.4,Beginner level,,"Artificial Intelligence, Unsupervised Learning, Convolutional Neural Networks, Business Strategy, Artificial Intelligence and Machine Learning (AI/ML), Natural Language Processing, Technology Strategies, Machine Learning, Recurrent Neural Networks (RNNs), Reinforcement Learning, Deep Learning, Artificial Neural Networks",687
https://www.coursera.org/learn/illinois-tech-mastering-excel-essentials-to-enhance-business-value,Mastering Excel Essentials to Enhance Business Value,Illinois Tech,"5,508",4.4,Beginner level,5 weeks at 10 hours a week,"Data Cleansing, Excel Formulas, Data Entry, Analytics, Data Validation, Spreadsheet Software, Data Management, Data Visualization, Business Reporting",34
https://www.coursera.org/learn/corporate-commercial-law-part2,"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation",University of Illinois Urbana-Champaign,"23,604",4.9,Intermediate level,3 weeks at 10 hours a week,"Bankruptcies, Financial Regulations, Organizational Structure, Mergers & Acquisitions, Governance, Loans, Banking, Securities (Finance), Financial Regulation, Regulation and Legal Compliance, Business, Commercial Laws",392
https://www.coursera.org/learn/entreprise-changement-climatique,Entreprise et changement climatique,ESSEC Business School,"5,012",4.6,Beginner level,1 week to complete,"Business Modeling, Corporate Strategy, Climate Change Adaptation, Business Transformation, Case Studies, Education and Training, Sustainability Reporting, Corporate Sustainability, Environmental Social And Corporate Governance (ESG), Economics, Sustainable Business, Climate Change Mitigation, Environmental Policy",106
https://www.coursera.org/learn/climate-aware-investing,Climate Aware Investing,EDHEC Business School,"4,578",4.6,Beginner level,2 weeks to complete,"Risk Management, Investment Management, Performance Analysis, Investments, Environmental Regulations, Financial Market, Asset Management, Equities, Sustainable Business, Finance, Risk Analysis, Economics, Portfolio Management, Climate Change Mitigation, Environmental Social And Corporate Governance (ESG), Climate Change Adaptation",53
https://www.coursera.org/learn/strategy-business,Business Strategy,University of Illinois Urbana-Champaign,"95,116",4.8,Intermediate level,2 weeks at 10 hours a week,"Competitive Analysis, Strategic Leadership, Corporate Strategy, Market Analysis, Business Management, Innovation, Organizational Strategy, Strategic Thinking, Value Propositions, Business Strategies, Strategic Decision-Making, Business Strategy","2,080"
https://www.coursera.org/specializations/strategic-management-mastery-business-strategy-cases,Strategic Management: Business Strategy & Cases Specialization,EDUCBA,,4.6,Beginner level,4 weeks to complete,"Business, Business Administration, Business Ethics, Business Planning, Business Process Reengineering, Business Strategies, Business Strategy, Corporate Strategy, Environmental Social And Corporate Governance (ESG), Growth Strategies, Management Information Systems, Operational Efficiency, Organizational Strategy, Plan Execution, Stakeholder Management, Strategic Decision-Making, Strategic Leadership, Strategic Prioritization, Strategic Thinking, Strategic Planning",19
https://www.coursera.org/learn/deepseek-r1-for-ai-marketing-and-business-strategy,DeepSeek R1 for AI Marketing and Business Strategy,SkillsBooster Academy,,,Beginner level,,"Business Strategy, Business Modeling, Online Advertising, Content Marketing, Customer Analysis, Strategic Marketing, Media Planning, Leadership, AI Enablement, Marketing Analytics, Strategic Decision-Making, Marketing Strategies, Marketing Automation, Digital Marketing, Market Analysis, AI Personalization",
https://www.coursera.org/learn/strategic-foresight,Building Strategic Foresight Capabilities,EDHEC Business School,"9,789",4.9,Intermediate level,1 week at 10 hours a week,"Trend Analysis, Strategic Decision-Making, Stakeholder Engagement, Strategic Planning, Business Transformation, Sustainable Development, Innovation, Systems Thinking, Business Strategy, Strategic Thinking, Emerging Technologies, Complex Problem Solving, Creativity, Forecasting, Organizational Strategy, Decision Making",251
https://www.coursera.org/learn/illinois-tech-business-economics-and-game-theory-for-decision-making,Business Economics and Game Theory for Decision Making,Illinois Tech,"4,373",4.5,Intermediate level,4 weeks at 10 hours a week,"Business Strategy, Consumer Behaviour, Competitive Analysis, Price Negotiation, Strategic Decision-Making, Policy Analysis, Strategic Thinking, Game Theory, Market Dynamics, Economics, Supply And Demand, Profit and Loss (P&L) Management, Business Economics, Market Analysis",50
https://www.coursera.org/learn/lavenir-de-la-decision,L'avenir de la décision : connaître et agir en complexité,ESSEC Business School,"41,442",4.7,,2 weeks to complete,"Decision Making, Strategic Decision-Making, Leadership, Innovation, Organizational Change, Complex Problem Solving, Business Management, Organizational Effectiveness, Economics, Policy, and Social Studies, Risk Management, Organizational Structure, Social Sciences, Forecasting, Systems Thinking, Human Learning, Human Development, Informatics",387
https://www.coursera.org/learn/legal-tech-startups,Legal Tech & Startups,IE Business School,"23,382",4.5,Intermediate level,1 week at 10 hours a week,"Legal Technology, Entrepreneurship, Regulation and Legal Compliance, Growth Strategies, Business Development, Emerging Technologies, Technology Strategies, Market Trend",245
https://www.coursera.org/learn/business-strategy-value-proposition-essentials,Business Strategy: Value Proposition Essentials,Coursera,,4.5,Beginner level,,"Strategic Communication, Innovation, Competitive Analysis, Business Modeling, Business Strategy, Value Propositions, Sales Presentation, Product Knowledge, Business Marketing, Communication, Customer Analysis",12
https://www.coursera.org/learn/introduction-to-digital-transformation-change-and-disruption,Introduction to Digital Transformation: Change & Disruption,London Business School,"5,899",4.8,Intermediate level,2 weeks to complete,"Organizational Change, Business Strategy, Emerging Technologies, Business Transformation, Business Management, Thought Leadership, Digital Transformation, Business Modeling, Operational Efficiency, Change Management, Business Technologies, Innovation, Technology Strategies",62
https://www.coursera.org/specializations/packt-skills-for-a-modern-entrepreneur-or-business-owner,Skills for a Modern Entrepreneur or Business Owner Specialization,Packt,,,Beginner level,4 weeks to complete,"Adaptability, Branding, Business Marketing, Business Planning, Content Marketing, Customer Acquisition Management, Digital Marketing, Emotional Intelligence, Financial Acumen, Financial Analysis, Financial Statements, Market Research, Marketing Strategies, Productivity, Social Media Strategy, Target Audience, User Research, Value Propositions, Data Visualization",
https://www.coursera.org/learn/packt-ethical-considerations-in-business-ai-applications-euvbp,Ethical Considerations in Business AI Applications,Packt,,,Intermediate level,,"Information Privacy, Intellectual Property, Stakeholder Engagement, Ethical Standards And Conduct, Diversity Equity and Inclusion Initiatives, Responsible AI, Data Ethics, AI Security, Business Ethics",
https://www.coursera.org/learn/analysis-business-problem-iese,Analysis of Business Problems,IESE Business School,"16,599",4.7,,,"Working Capital, Case Studies, Complex Problem Solving, Analysis, Business Analysis, Consumer Behaviour, Business Analytics, Decision Making, Team Leadership, Analytical Skills, Financial Statements, Branding, Data-Driven Decision-Making, Strategic Decision-Making, Organizational Leadership, Balance Sheet, Marketing, Financial Analysis, Business Strategy, Market Share",156
https://www.coursera.org/learn/think-like-a-leader,Think Like a Leader,Harvard Business Review ,"2,639",4.8,Intermediate level,1 week to complete,"Leadership, Competitive Analysis, Business Strategy, Business Modeling, Decision Making, Team Leadership, Critical Thinking, Business Acumen, Financial Statements, Financial Analysis, Data-Driven Decision-Making",16
https://www.coursera.org/specializations/strategic-management,Strategic Management and Innovation Specialization,Copenhagen Business School,"66,854",4.7,Beginner level,4 weeks to complete,"Business Planning, Business Strategies, Business Strategy, Case Studies, Change Management, Competitive Analysis, Culture Transformation, Goal Setting, Innovation, Market Analysis, Organizational Change, Organizational Strategy, Organizational Structure, Peer Review, Plan Execution, Resource Management, Strategic Decision-Making, Strategic Leadership, Strategic Thinking, Strategic Planning","5,253"
https://www.coursera.org/learn/introduction-to-business-management-winning-externally,Introduction to Business Management : Winning Externally,IIT Bombay,"2,262",4.9,Beginner level,2 weeks to complete,"Target Market, Competitive Analysis, Selling Techniques, Supply Chain Management, Customer Relationship Management, B2B Sales, Communication, Sales Management, Marketing Strategies, Logistics, Customer Insights, Customer Service, Brand Management, Market Research, Value Propositions, Marketing Communications, Advertising",15
https://www.coursera.org/learn/machine-learning-algorithms-python-business-analytics,Machine Learning Algorithms with Python in Business Analytics,University of Illinois Urbana-Champaign,"8,893",4.6,Intermediate level,2 weeks at 10 hours a week,"Predictive Modeling, Decision Tree Learning, Unsupervised Learning, Supervised Learning, Business Intelligence, Business Analytics, Applied Machine Learning, Data Preprocessing, Model Evaluation, Regression Analysis, Machine Learning",41
https://www.coursera.org/learn/workday-business-user-student,Workday Student for Business Users,Workday,,,Beginner level,,"Data Maintenance, Data Entry, Business Reporting, Business Analytics, Organizational Structure, Data Visualization, Payment Processing and Collection, Business Process, People Analytics, Information Management, Enterprise Resource Planning, Registration",
https://www.coursera.org/learn/business-accounting,Accounting for Business Decision Making: Measurement and Operational Decisions,University of Illinois Urbana-Champaign,"20,987",3.8,Beginner level,2 weeks at 10 hours a week,"Analysis, Budgeting, Operational Analysis, Cost Accounting, Gross Profit, Decision Making, Income Statement, Performance Measurement, Business Metrics, Product Planning, Profit and Loss (P&L) Management, Accounting, Financial Accounting, Cost Management, Strategic Decision-Making, Management Accounting, Operational Efficiency, Sales, Financial Analysis",188
https://www.coursera.org/learn/corporate-entrepreneurs-business-model,Building the Business Model for Corporate Entrepreneurs,"University of Maryland, College Park","9,650",4.6,Beginner level,1 week to complete,"Customer Analysis, Target Market, Value Propositions, Customer Relationship Management, Financial Modeling, Interviewing Skills, Customer Insights, Product Development, Business Modeling, Entrepreneurship, Business Planning, Business Strategy, Innovation",83
https://www.coursera.org/learn/capstone-project-applying-business-analysis-skills,Capstone Project: Applying Business Analysis Skills,IBM,"3,771",4.0,Advanced level,2 weeks to complete,"Project Scoping, Looker (Software), Risk Mitigation, Business Requirements, Data Analysis Software, Business Process Modeling, Stakeholder Analysis, Process Optimization, Process Flow Diagrams, Presentations, Requirements Elicitation, Business Analysis, Work Breakdown Structure, Risk Analysis, Stakeholder Management, Requirements Analysis, Project Management, Scope Management, Stakeholder Engagement, Risk Management",23
https://www.coursera.org/learn/introduction-to-business-analysis,Introduction to Business Analysis,IBM,"50,165",4.6,Beginner level,1 week at 10 hours a week,"Business Analysis, Gap Analysis, Business Analytics, Change Management, Stakeholder Communications, Requirements Analysis, Requirements Elicitation, Business Process Modeling, Stakeholder Management, Business Requirements, Digital Transformation, Technology Strategies, Systems Analysis",421
https://www.coursera.org/learn/channel-management,Channel Management and Retailing,IE Business School,"49,185",4.5,Beginner level,1 week at 10 hours a week,"Market Dynamics, Vendor Relationship Management, Strategic Partnership, Merchandising, Growth Strategies, Supply Chain Planning, Promotional Strategies, Retail Management, Cross-Channel Marketing, Company, Product, and Service Knowledge, E-Commerce, Marketing Channel, Retail Sales, Supply Chain, Conflict Management, Market Opportunities, Consumer Behaviour, Customer experience strategy (CX)","1,129"
https://www.coursera.org/learn/packt-financial-technical-skills-for-business-success-mtn8q,Financial & Technical Skills for Business Success,Packt,,,Beginner level,,"Content Marketing, Financial Statements, Cash Flows, Financial Acumen, Financial Statement Analysis, Balance Sheet, Profit and Loss (P&L) Management, Excel Formulas, Spreadsheet Software, Registration",
https://www.coursera.org/learn/market-research,Market Research and Consumer Behavior,IE Business School,"155,014",4.4,Beginner level,,"Marketing Strategies, Survey Creation, Customer Analysis, Experimentation, Market Analysis, Market Research, Research Reports, Research Design, Surveys, Focus Group, Decision Making, Research Methodologies, Business Research, Business Marketing, Data Analysis, Consumer Behaviour","4,868"
https://www.coursera.org/learn/gerer-les-crises-de-demain,Gérer les crises de demain,ESSEC Business School,"1,504",4.7,Beginner level,,"Business Communication, Organizational Development, Performance Management, Crisis Management, Action Oriented, Decision Making, Risk Management, Organizational Change, Communication, Business Continuity",11
https://www.coursera.org/learn/navigate-change-and-uncertainty,Navigate Change and Uncertainty,Harvard Business Review ,,,Intermediate level,1 week to complete,"Leadership, Overcoming Objections, Team Leadership, Change Management, Dealing With Ambiguity, Organizational Change, Emotional Intelligence, Resilience, Crisis Management, Strategic Leadership, Communication Strategies, Process Improvement, Empathy, Compassion, Organizational Leadership, Adaptability, Employee Engagement",
https://www.coursera.org/learn/launching-your-online-business-strategies-for-success,Launching Your Online Business: Strategies for Success,Starweaver,"1,939",,Beginner level,,"Business Strategy, Customer Support, E-Commerce, Competitive Analysis, Digital Marketing, Business Modeling, Operations Management, Business Planning, New Business Development, Marketing Strategies, Entrepreneurship, Strategic Planning",
https://www.coursera.org/learn/esg-value-creation-business-impact,ESG Value Creation for Business Impact,Duke University,"2,292",4.8,Beginner level,,"Corporate Sustainability, Performance Measurement, Governance, Environmental Resource Management, Diversity and Inclusion, Sustainability Reporting, Advocacy, Social Impact, Sustainable Business, Business Ethics, Climate Change Adaptation, Environmental Social And Corporate Governance (ESG), Corporate Strategy",36
https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,"Negotiation, Mediation and Conflict Resolution Specialization",ESSEC Business School,"56,693",4.7,Beginner level,4 weeks to complete,"Active Listening, Analysis, Case Studies, Communication, Communication Strategies, Conflict Management, Cultural Diversity, Cultural Sensitivity, Diplomacy, Intercultural Competence, Interpersonal Communications, Labor Relations, Leadership, Mediation, Negotiation, Non-Verbal Communication, Planning, Relationship Building, Strategic Partnership, Verbal Communication Skills","2,689"
https://www.coursera.org/learn/workday-business-user-financial,Workday Financial Management for Business Users,Workday,,,Beginner level,,"Business Process, Finance, Financial Reporting, People Analytics, Data Import/Export, Financial Data, General Ledger, Data Analysis Software, Accounting, Workflow Management, Accounts Payable and Receivable",
https://www.coursera.org/learn/negotiation-fundamentals,Negotiation  Fundamentals,ESSEC Business School,"77,674",4.7,Beginner level,,"Relationship Building, Decision Making, Leadership, Negotiation, Communication, Value Propositions, Organizational Skills, Stakeholder Management, Active Listening, Interpersonal Communications, Strategic Partnership, Conflict Management","1,630"
https://www.coursera.org/learn/solving-business-problems-with-spreadsheet-modeling,Solving Business Problems with Spreadsheet Modeling,Howard University,,4.8,,1 week to complete,"Correlation Analysis, Business Analysis, Analysis, Complex Problem Solving, Risk Analysis, Data Analysis, Business Modeling, Spreadsheet Software, Business Analytics, Forecasting",10
https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,Reporting extra-financier et stratégie RSE,ESSEC Business School,"18,019",4.6,Beginner level,3 weeks at 10 hours a week,"Digital Transformation, Environmental Social And Corporate Governance (ESG), Stakeholder Engagement, Regulatory Requirements, Sustainability Reporting, Corporate Sustainability, Stakeholder Analysis, Business Reporting, Sustainable Development, Performance Measurement",425
https://www.coursera.org/learn/the-art-of-storytelling-iese,The Art of Storytelling,IESE Business School,"61,675",4.6,Beginner level,,"Active Listening, Oral Expression, Persuasive Communication, Content Creation, Verbal Communication Skills, Public Speaking, Writing, Storytelling, Drive Engagement, Presentations, Non-Verbal Communication","1,133"
https://www.coursera.org/learn/the-who-of-the-marketing-strategysegmentation--targeting,"The ""Who"" of the Marketing Strategy:Segmentation & Targeting",IE Business School,,,Beginner level,,"Market Dynamics, Strategic Marketing, Marketing Management, Customer Engagement, Target Market, Business Strategy, Plan Execution, Marketing Effectiveness, Customer Analysis, Consumer Behaviour, Integrated Marketing Communications, Marketing, Needs Assessment, Marketing Planning, Marketing Strategy and Techniques, Value Propositions, Market Analysis",
https://www.coursera.org/learn/trading-algorithm,Trading Algorithms,Indian School of Business,"66,203",4.5,Intermediate level,1 week at 10 hours a week,"Equities, Analysis, Financial Analysis, Decision Making, Market Dynamics, Financial Statement Analysis, Financial Market, Market Trend, Financial Trading","1,097"
https://www.coursera.org/learn/diversite-inclusion-travail,Diversité et inclusion sur le lieu de travail,ESSEC Business School,"2,078",4.8,Beginner level,1 week to complete,"Diversity Awareness, Social Studies, Leadership Development, Diversity Programs, Diversity and Inclusion, Human Resource Policies, Innovation, Workplace inclusivity, Cultural Diversity, Organizational Change, Psychology",19
https://www.coursera.org/specializations/business-analyst-ecba-certification-preparation,Business Analyst (ECBA) Certificate Preparation  Specialization,SkillUp,"2,137",4.7,Intermediate level,4 weeks to complete,"Agile Methodology, Business Analysis, Business Process Modeling, Business Requirements, Data Flow Diagrams (DFDs), Data Modeling, Needs Assessment, Plan Execution, Process Analysis, Process Improvement, Process Optimization, Project Management, Project Planning, Requirements Analysis, Requirements Management, Risk Management, Stakeholder Analysis, Stakeholder Engagement, Stakeholder Management, User Story",103
https://www.coursera.org/learn/analisis-situaciones-negocio,Análisis de situaciones de negocio,IESE Business School,"6,890",4.7,Beginner level,1 week to complete,"Decision Making, Leadership and Management, Business Management, Strategic Decision-Making, Complex Problem Solving, Marketing Management, Brand Management, People Management, Market Share, Strategic Thinking, Case Studies, Corporate Strategy, Financial Statement Analysis, Financial Analysis, Consumer Behaviour, Business Analysis",159
https://www.coursera.org/learn/mastering-sales-from-fundamentals-to-career-success,Mastering Sales: From Fundamentals to Career Success,Hult International Business School,"2,647",5.0,Beginner level,1 week to complete,"Sales Process, Sales Presentation, Relationship Building, Sales Strategy, Interviewing Skills, Prospecting and Qualification, Influencing, Branding, Time Management, Active Listening, Professional Development, Negotiation, Communication, Rapport Building",11
https://www.coursera.org/learn/marketing-management-essentials-product-and-branding,Marketing Management Essentials: Product and Branding,IE Business School,,4.5,Beginner level,,"Product Management, Product Strategy, Market Analysis, New Product Development, Market Trend, Competitive Analysis, Product Lifecycle Management, Brand Management, Marketing Strategies, Growth Strategies",10
